model,dataset,train_images,val_images,test_images,epochs,batch_size,mAP@0.5_PascalVOC,mAP@0.5:0.95_COCO,avg_inference_time_seconds_per_image,fps,total_parameters,trainable_parameters,model_size_MB,device
YOLOv8s,VOC0712 traffic subset 3000/500/1000,3000,500,1000,30,16,0.8792838842824022,0.6491979948543214,0.02274696373939514,43.961911200839275,11127519,0,21.45804786682129,cuda
