model,dataset,train_images,val_images,test_images,epochs,batch_size,mAP@0.5_PascalVOC,mAP@0.5:0.95_COCO,avg_inference_time_seconds_per_image,fps,total_parameters,trainable_parameters,model_size_MB,device
Faster R-CNN ResNet50-FPN,VOC0712 traffic subset 3000/500/1000,3000,500,1000,10,2,0.8844439387321472,0.603941798210144,0.11304026865959167,8.846405018829087,41319661,41097261,158.13,cuda
